,customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,max,routine_flg,calc_date,mermbership_period,membership_period
19,HD194702,XXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.916666666666667,5.0,8,1,2019-04-30,0,47
20,IK102369,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.75,5.0,6,1,2019-04-30,0,47
21,AS183155,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.5,4.5,7,1,2019-04-30,0,47
22,HI339146,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.5,4.5,7,1,2019-04-30,0,47
23,AS476267,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.916666666666667,5.0,7,1,2019-04-30,0,47
24,PL928545,XXXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.333333333333333,4.0,7,1,2019-04-30,0,47
25,OA372777,XXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,3.6666666666666665,4.0,6,1,2019-04-30,0,47
26,PL765022,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,4.5,7,1,2019-04-30,0,47
27,OA803393,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.75,4.5,8,1,2019-04-30,0,47
28,OA071756,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,4.0,6,1,2019-04-30,0,47
29,HI598974,XXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,5.083333333333333,5.0,7,1,2019-04-30,0,47
30,GD214739,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.416666666666667,5.0,8,1,2019-04-30,0,47
31,OA557824,XXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.25,4.0,8,1,2019-04-30,0,47
32,IK098074,XX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,3.5,7,1,2019-04-30,0,47
33,HD792156,XXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,5.0,7,1,2019-04-30,0,47
34,OA478509,XXXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,1,2019-04-30,0,47
35,HI388582,XX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.833333333333333,5.0,6,1,2019-04-30,0,47
36,TS210661,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,4.5,8,1,2019-04-30,0,47
37,TS837282,XXXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.583333333333333,5.5,8,1,2019-04-30,0,47
38,OA758157,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.0,4.0,6,1,2019-04-30,0,47
39,OA790739,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,1,2019-04-30,0,47
40,AS734592,XX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,5.333333333333333,6.0,8,1,2019-04-30,0,47
41,GD022268,XXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.166666666666667,5.0,7,1,2019-04-30,0,47
42,IK059803,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.25,4.0,6,1,2019-04-30,0,47
43,TS487207,XX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.0,4.0,6,1,2019-04-30,0,47
44,OA994859,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.5,5.0,9,1,2019-04-30,0,47
45,PL221419,XXXX,C02,M,2015-05-01,,CA1,0,1_주간,7500,2_일반,5.5,5.5,9,1,2019-04-30,0,47
46,HI570349,XXXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,1,2019-04-30,0,47
47,TS945284,XXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.583333333333333,4.5,7,1,2019-04-30,0,47
48,PL152568,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,5.0,8,1,2019-04-30,0,47
49,GD967749,XXXX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.5,8,1,2019-04-30,0,47
50,HI635742,XXXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.416666666666667,4.5,6,1,2019-04-30,0,47
51,AS970810,XXXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.0,6,1,2019-04-30,0,47
52,GD163149,XXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,5.0,8,1,2019-04-30,0,47
53,HD124700,XXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.5,4.0,8,1,2019-04-30,0,47
54,HD349501,XX,C01,F,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,8,1,2019-04-30,0,47
55,GD126553,XXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,5.333333333333333,5.0,8,1,2019-04-30,0,47
56,AS926104,XXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,4.5,6,1,2019-04-30,0,47
57,GD360440,XXXXXX,C03,M,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.5,5.0,6,1,2019-04-30,0,47
58,IK701555,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.75,5.0,6,1,2019-04-30,0,47
59,AS777651,XXXXX,C01,M,2015-05-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,3.5,7,1,2019-04-30,0,47
60,PL241896,XXXX,C03,F,2015-05-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.0,7,1,2019-04-30,0,47
61,PL920046,XXXXX,C02,F,2015-05-01,,CA1,0,1_주간,7500,2_일반,4.333333333333333,4.0,8,1,2019-04-30,0,47
62,PL367795,XXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.4166666666666665,4.0,7,1,2019-04-30,0,46
63,HI324110,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.4166666666666665,3.0,7,1,2019-04-30,0,46
64,OA630902,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,5.0,8,1,2019-04-30,0,46
65,GD292781,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,1,2019-04-30,0,46
66,PL912172,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.5,4.5,7,1,2019-04-30,0,46
67,HI582217,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.5,7,1,2019-04-30,0,46
68,TS038130,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.75,5.0,7,1,2019-04-30,0,46
69,TS200932,XXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,1,2019-04-30,0,46
70,GD728611,XXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,3.8333333333333335,3.5,6,1,2019-04-30,0,46
71,HI525851,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,4.5,8,1,2019-04-30,0,46
72,PL540895,XXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,4.5,7,1,2019-04-30,0,46
73,PL410964,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,7,1,2019-04-30,0,46
74,HI728364,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,7,1,2019-04-30,0,46
75,HI373547,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.0,3.0,8,1,2019-04-30,0,46
76,GD489678,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.75,4.5,9,1,2019-04-30,0,46
77,OA504016,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.8333333333333335,4.0,6,1,2019-04-30,0,46
78,IK124414,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.083333333333333,5.0,8,1,2019-04-30,0,46
79,IK351897,XXXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.333333333333333,4.0,8,1,2019-04-30,0,46
80,TS273269,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.1666666666666665,3.5,5,1,2019-04-30,0,46
81,IK055692,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.666666666666667,5.5,7,1,2019-04-30,0,46
82,TS035920,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.75,5.0,7,1,2019-04-30,0,46
83,GD555235,XXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.5,7,1,2019-04-30,0,46
84,AS099984,XXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.5,4.5,7,1,2019-04-30,0,46
85,TS471939,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,1,2019-04-30,0,46
86,OA931227,XXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.5,5.0,6,1,2019-04-30,0,46
87,HD455858,XXXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,5.0,7,1,2019-04-30,0,46
88,PL487301,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,5.0,6,1,2019-04-30,0,46
89,GD813654,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.5,5.0,8,1,2019-04-30,0,46
90,HD378274,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.5,6,1,2019-04-30,0,46
91,OA236156,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,3.5,8,1,2019-04-30,0,46
92,PL889178,XXXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,3.75,4.0,5,1,2019-04-30,0,46
93,OA776086,XXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.5,3.5,5,1,2019-04-30,0,46
94,AS677821,XXXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.9166666666666665,4.0,6,1,2019-04-30,0,46
95,OA818666,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,5.083333333333333,4.0,9,1,2019-04-30,0,46
96,PL342449,XX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.166666666666667,4.0,7,1,2019-04-30,0,46
97,PL825454,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,4.0,7,1,2019-04-30,0,46
98,TS437647,XXXXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,8,1,2019-04-30,0,46
99,HI146430,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,5.0,8,1,2019-04-30,0,46
100,GD437531,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,4.5,7,1,2019-04-30,0,46
101,OA103624,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.166666666666667,5.0,8,1,2019-04-30,0,46
102,OA933190,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,4.5,7,1,2019-04-30,0,46
103,IK624416,XXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.083333333333333,4.0,7,1,2019-04-30,0,46
104,GD212992,XXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.25,5.0,9,1,2019-04-30,0,46
105,IK999272,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.9166666666666665,4.0,5,1,2019-04-30,0,46
106,GD163914,XXXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.8333333333333335,4.0,5,1,2019-04-30,0,46
107,PL400479,XXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.166666666666667,4.0,6,1,2019-04-30,0,46
108,PL942936,XXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,5.0,6,1,2019-04-30,0,46
109,IK006139,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.333333333333333,5.0,8,1,2019-04-30,0,46
110,IK902787,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.5,6,1,2019-04-30,0,46
111,PL815569,XXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.25,4.5,6,1,2019-04-30,0,46
112,HI216184,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.0,4.0,7,1,2019-04-30,0,46
113,HI965956,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,5.0,6,1,2019-04-30,0,46
114,OA225076,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.333333333333333,4.5,7,1,2019-04-30,0,46
115,TS106731,XXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,5.0,7,1,2019-04-30,0,46
116,HI228454,XXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.583333333333333,4.0,8,1,2019-04-30,0,46
117,HI900494,XX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.75,6.0,8,1,2019-04-30,0,46
118,PL456313,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,3.75,3.5,8,1,2019-04-30,0,46
119,PL779242,XXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.5,4.0,6,1,2019-04-30,0,46
120,TS959961,XXXXXX,C03,F,2015-06-01,,CA1,0,2_야간,6000,2_일반,5.0,5.0,7,1,2019-04-30,0,46
121,AS099118,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.5,5.0,6,1,2019-04-30,0,46
122,IK331136,XXXXXX,C02,F,2015-06-01,,CA1,0,1_주간,7500,2_일반,4.416666666666667,4.0,6,1,2019-04-30,0,46
123,AS834706,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.75,5.0,7,1,2019-04-30,0,46
124,TS179365,XXXXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,3.9166666666666665,4.0,6,1,2019-04-30,0,46
125,AS614421,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.083333333333333,5.5,7,1,2019-04-30,0,46
126,OA747936,XXXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,5.25,5.0,8,1,2019-04-30,0,46
127,PL494564,XXX,C03,M,2015-06-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,4.0,7,1,2019-04-30,0,46
128,AS299544,XXXX,C01,M,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.0,6,1,2019-04-30,0,46
129,OA261861,XXXX,C02,M,2015-06-01,,CA1,0,1_주간,7500,2_일반,5.416666666666667,5.5,8,1,2019-04-30,0,46
130,HD120698,XXXXX,C01,F,2015-06-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,1,2019-04-30,0,46
131,HI328204,XX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,5.083333333333333,5.5,8,1,2019-04-30,0,45
132,IK695797,XXXX,C02,M,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.8333333333333335,4.5,6,1,2019-04-30,0,45
133,HI778223,XX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.25,4.5,7,1,2019-04-30,0,45
134,GD235669,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.5,7,1,2019-04-30,0,45
135,AS637476,XX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.25,4.5,5,1,2019-04-30,0,45
136,AS171994,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.583333333333333,5.0,6,1,2019-04-30,0,45
137,PL245159,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.416666666666667,5.0,7,1,2019-04-30,0,45
138,GD470986,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.083333333333333,4.5,6,1,2019-04-30,0,45
139,HD287652,XX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.333333333333333,4.0,6,1,2019-04-30,0,45
140,AS933597,XXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,3.9166666666666665,3.5,8,1,2019-04-30,0,45
141,PL787344,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.3333333333333335,3.0,6,1,2019-04-30,0,45
142,IK313475,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,5.583333333333333,5.5,7,1,2019-04-30,0,45
143,OA986961,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.0,8,1,2019-04-30,0,45
144,OA266742,XXXXX,C02,M,2015-07-01,,CA1,0,1_주간,7500,2_일반,5.583333333333333,5.5,8,1,2019-04-30,0,45
145,IK461411,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.833333333333333,5.0,7,1,2019-04-30,0,45
146,TS244750,XXXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.75,4.0,7,1,2019-04-30,0,45
147,OA753193,XXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,5.0,8,1,2019-04-30,0,45
148,GD084870,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,4.5,6,1,2019-04-30,0,45
149,HD453390,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.0,4.0,7,1,2019-04-30,0,45
150,GD138948,XXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.916666666666667,5.0,8,1,2019-04-30,0,45
151,TS673226,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.75,4.0,8,1,2019-04-30,0,45
152,IK357051,XXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,8,1,2019-04-30,0,45
153,HI859298,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,3.8333333333333335,4.0,5,1,2019-04-30,0,45
154,AS065870,XXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.666666666666667,4.0,8,1,2019-04-30,0,45
155,GD700613,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.0,4.0,7,1,2019-04-30,0,45
156,TS554037,XXXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,5.0,7,1,2019-04-30,0,45
157,PL827485,XXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,4.0,8,1,2019-04-30,0,45
158,AS828426,XXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.166666666666667,4.0,6,1,2019-04-30,0,45
159,GD009242,XXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.75,5.0,7,1,2019-04-30,0,45
160,HI092194,XXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,4.5,9,1,2019-04-30,0,45
161,PL812388,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,5.0,7,1,2019-04-30,0,45
162,OA025439,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.583333333333333,4.0,8,1,2019-04-30,0,45
163,TS023216,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.25,4.0,8,1,2019-04-30,0,45
164,TS440617,XXXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,7,1,2019-04-30,0,45
165,HI525283,XXXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,5.0,6,1,2019-04-30,0,45
166,GD812702,XXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.416666666666667,5.0,7,1,2019-04-30,0,45
167,IK560941,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.666666666666667,5.0,6,1,2019-04-30,0,45
168,GD914874,XXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.666666666666667,4.0,8,1,2019-04-30,0,45
169,AS726714,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.333333333333333,4.5,6,1,2019-04-30,0,45
170,HI639424,XXXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.833333333333333,5.5,8,1,2019-04-30,0,45
171,OA310354,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.5,5.0,7,1,2019-04-30,0,45
172,HI720107,XXXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,4.583333333333333,5.0,7,1,2019-04-30,0,45
173,HD296157,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.25,4.0,7,1,2019-04-30,0,45
174,AS015315,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,1,2019-04-30,0,45
175,HD625027,XXXX,C03,M,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.75,5.0,8,1,2019-04-30,0,45
176,HI323901,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.833333333333333,5.0,7,1,2019-04-30,0,45
177,TS614929,XXXXX,C03,F,2015-07-01,,CA1,0,2_야간,6000,2_일반,4.416666666666667,4.5,6,1,2019-04-30,0,45
178,AS868124,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.5,7,1,2019-04-30,0,45
179,HI499195,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.6666666666666665,3.0,7,1,2019-04-30,0,45
180,PL445190,XXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,3.8333333333333335,4.0,5,1,2019-04-30,0,45
181,PL117922,XXXX,C02,F,2015-07-01,,CA1,0,1_주간,7500,2_일반,3.9166666666666665,3.0,7,1,2019-04-30,0,45
182,GD837157,XXXXXX,C01,F,2015-07-01,,CA1,0,0_종일,10500,2_일반,5.416666666666667,6.0,7,1,2019-04-30,0,45
183,OA375487,XXXXXX,C01,M,2015-07-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.5,6,1,2019-04-30,0,45
184,PL863573,XXXXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,5.166666666666667,5.0,8,1,2019-04-30,0,44
185,IK155697,XXXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.25,5.0,6,1,2019-04-30,0,44
186,AS132988,XXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,5.333333333333333,5.5,7,1,2019-04-30,0,44
187,HI708658,XXX,C01,F,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.166666666666667,4.0,7,1,2019-04-30,0,44
188,TS223691,XXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.083333333333333,4.0,6,1,2019-04-30,0,44
189,OA823412,XXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,5.5,6.0,8,1,2019-04-30,0,44
190,OA545809,XXXXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.333333333333333,4.0,6,1,2019-04-30,0,44
191,AS386696,XX,C02,F,2015-08-01,,CA1,0,1_주간,7500,2_일반,4.0,4.0,6,1,2019-04-30,0,44
192,IK219142,XXXX,C03,M,2015-08-01,,CA1,0,2_야간,6000,2_일반,4.75,4.5,7,1,2019-04-30,0,44
193,HI428108,XXXXX,C02,F,2015-08-01,,CA1,0,1_주간,7500,2_일반,5.0,5.0,8,1,2019-04-30,0,44
194,TS803730,XXXXX,C03,M,2015-08-01,,CA1,0,2_야간,6000,2_일반,4.75,5.0,6,1,2019-04-30,0,44
195,GD266112,XXX,C03,M,2015-08-01,,CA1,0,2_야간,6000,2_일반,3.75,4.0,6,1,2019-04-30,0,44
196,GD687485,XXXXX,C01,M,2015-08-01,,CA1,0,0_종일,10500,2_일반,4.916666666666667,5.0,7,1,2019-04-30,0,44
